"Antimicrobial","Animal","Species","AMCSpeciesAnimal","PlantEffect","NMD","Susceptible","Resistant","2.5%","25%","50%","75%","97.5%","LI","LC","M","UC","UI","Plant"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME039","ME039",11,0,0,0,0,0,0,0,0,0,0,0,"Calves ME039"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME040","ME040",9,0,0,0,0,0,0,0,0,0,0,0,"Calves ME040"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME043","ME043",16,0,0,0,0,0,1,0,0,0,0,0.0625,"Calves ME043"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME047","ME047",12,0,0,0,0,0,0,0,0,0,0,0,"Calves ME047"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME056","ME056",14,0,0,0,0,0,1,0,0,0,0,0.0714285714285714,"Calves ME056"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME058","ME058",25,0,0,0,0,0,1,0,0,0,0,0.04,"Calves ME058"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME066","ME066",6,0,0,0,0,0,0,0,0,0,0,0,"Calves ME066"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME075","ME075",14,0,0,0,0,0,0,0,0,0,0,0,"Calves ME075"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME078","ME078",1,0,0,0,0,0,0,0,0,0,0,0,"Calves ME078"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME080","ME080",11,0,0,0,0,0,0,0,0,0,0,0,"Calves ME080"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME086","ME086",25,0,0,0,0,0,1,0,0,0,0,0.04,"Calves ME086"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME100","ME100",16,0,0,0,0,0,1,0,0,0,0,0.0625,"Calves ME100"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME102","ME102",18,0,0,0,0,0,1,0,0,0,0,0.0555555555555556,"Calves ME102"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME104","ME104",16,0,0,0,0,0,1,0,0,0,0,0.0625,"Calves ME104"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME112","ME112",7,0,0,0,0,0,0,0,0,0,0,0,"Calves ME112"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME132","ME132",3,0,0,0,0,0,0,0,0,0,0,0,"Calves ME132"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME137","ME137",2,0,0,0,0,0,0,0,0,0,0,0,"Calves ME137"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.ME500","ME500",10,0,0,0,0,0,0,0,0,0,0,0,"Calves ME500"
"GM","Calves","Enterococci","GM.Calves.Enterococci","GM.Enterococci.SPM51","SPM51",11,0,0,0,0,0,0,0,0,0,0,0,"Calves SPM51"
"GM","Pigs","Campylobacter","GM.Pigs.Campylobacter","GM.Campylobacter.AB018","AB018",5,0,0,0,0,0,1,0,0,0,0,0.2,"Pigs AB018"
"GM","Pigs","Campylobacter","GM.Pigs.Campylobacter","GM.Campylobacter.AB032","AB032",1,0,0,0,0,0,0,0,0,0,0,0,"Pigs AB032"
"GM","Pigs","Campylobacter","GM.Pigs.Campylobacter","GM.Campylobacter.AB078","AB078",3,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"Pigs AB078"
"GM","Pigs","Campylobacter","GM.Pigs.Campylobacter","GM.Campylobacter.ME103","ME103",1,0,0,0,0,0,0,0,0,0,0,0,"Pigs ME103"
"GM","Pigs","E.coli","GM.Pigs.E.coli","GM.E.coli.AB015","AB015",58,0,0,0,0,0,1,0,0,0,0,0.0172413793103448,"Pigs AB015"
"GM","Pigs","E.coli","GM.Pigs.E.coli","GM.E.coli.AB018","AB018",35,0,0,0,0,0,1,0,0,0,0,0.0285714285714286,"Pigs AB018"
"GM","Pigs","E.coli","GM.Pigs.E.coli","GM.E.coli.AB032","AB032",46,0,0,0,0,0,1,0,0,0,0,0.0217391304347826,"Pigs AB032"
"GM","Pigs","E.coli","GM.Pigs.E.coli","GM.E.coli.AB078","AB078",22,0,0,0,0,0,1,0,0,0,0,0.0454545454545455,"Pigs AB078"
"GM","Pigs","E.coli","GM.Pigs.E.coli","GM.E.coli.AB081","AB081",10,0,0,0,0,0,0,0,0,0,0,0,"Pigs AB081"
"GM","Pigs","E.coli","GM.Pigs.E.coli","GM.E.coli.ME069","ME069",33,0,0,0,0,0,1,0,0,0,0,0.0303030303030303,"Pigs ME069"
"GM","Pigs","E.coli","GM.Pigs.E.coli","GM.E.coli.ME077","ME077",3,0,0,0,0,0,0,0,0,0,0,0,"Pigs ME077"
"GM","Pigs","E.coli","GM.Pigs.E.coli","GM.E.coli.ME103","ME103",58,0,0,0,0,0,1,0,0,0,0,0.0172413793103448,"Pigs ME103"
"GM","Pigs","E.coli","GM.Pigs.E.coli","GM.E.coli.ME131","ME131",38,0,0,0,0,0,1,0,0,0,0,0.0263157894736842,"Pigs ME131"
"GM","Pigs","Enterococci","GM.Pigs.Enterococci","GM.Enterococci.AB015","AB015",31,0,0,1,1,2,5,0,0.032258064516129,0.032258064516129,0.0645161290322581,0.161290322580645,"Pigs AB015"
"GM","Pigs","Enterococci","GM.Pigs.Enterococci","GM.Enterococci.AB018","AB018",54,4,0,2,4,5,9,0,0.0344827586206897,0.0689655172413793,0.0862068965517241,0.155172413793103,"Pigs AB018"
"GM","Pigs","Enterococci","GM.Pigs.Enterococci","GM.Enterococci.AB032","AB032",24,1,0,1,1,2,5,0,0.04,0.04,0.08,0.2,"Pigs AB032"
"GM","Pigs","Enterococci","GM.Pigs.Enterococci","GM.Enterococci.AB078","AB078",42,2,0,1,2,4,7,0,0.0227272727272727,0.0454545454545455,0.0909090909090909,0.159090909090909,"Pigs AB078"
"GM","Pigs","Enterococci","GM.Pigs.Enterococci","GM.Enterococci.AB081","AB081",7,0,0,0,0,1,2,0,0,0,0.142857142857143,0.285714285714286,"Pigs AB081"
"GM","Pigs","Enterococci","GM.Pigs.Enterococci","GM.Enterococci.ME069","ME069",20,0,0,0,1,2,4,0,0,0.05,0.1,0.2,"Pigs ME069"
"GM","Pigs","Enterococci","GM.Pigs.Enterococci","GM.Enterococci.ME077","ME077",1,2,0,0,0,0,1,0,0,0,0,0.333333333333333,"Pigs ME077"
"GM","Pigs","Enterococci","GM.Pigs.Enterococci","GM.Enterococci.ME103","ME103",53,3,0,2,3,5,8,0,0.0357142857142857,0.0535714285714286,0.0892857142857143,0.142857142857143,"Pigs ME103"
"GM","Pigs","Enterococci","GM.Pigs.Enterococci","GM.Enterococci.ME131","ME131",34,7,0,2,4,5,10,0,0.0487804878048781,0.0975609756097561,0.121951219512195,0.24390243902439,"Pigs ME131"
"GM","Poultry","Campylobacter","GM.Poultry.Campylobacter","GM.Campylobacter.NMD002","NMD002",13,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD002"
"GM","Poultry","Campylobacter","GM.Poultry.Campylobacter","GM.Campylobacter.NMD008","NMD008",74,0,0,0,0,0,1,0,0,0,0,0.0135135135135135,"Poultry NMD008"
"GM","Poultry","Campylobacter","GM.Poultry.Campylobacter","GM.Campylobacter.NMD012","NMD012",56,0,0,0,0,0,1,0,0,0,0,0.0178571428571429,"Poultry NMD012"
"GM","Poultry","Campylobacter","GM.Poultry.Campylobacter","GM.Campylobacter.NMD013","NMD013",56,0,0,0,0,0,1,0,0,0,0,0.0178571428571429,"Poultry NMD013"
"GM","Poultry","Campylobacter","GM.Poultry.Campylobacter","GM.Campylobacter.NMD014","NMD014",12,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD014"
"GM","Poultry","Campylobacter","GM.Poultry.Campylobacter","GM.Campylobacter.NMD016","NMD016",44,0,0,0,0,0,1,0,0,0,0,0.0227272727272727,"Poultry NMD016"
"GM","Poultry","Campylobacter","GM.Poultry.Campylobacter","GM.Campylobacter.NMD019","NMD019",38,0,0,0,0,0,1,0,0,0,0,0.0263157894736842,"Poultry NMD019"
"GM","Poultry","Campylobacter","GM.Poultry.Campylobacter","GM.Campylobacter.NMD028","NMD028",2,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD028"
"GM","Poultry","Campylobacter","GM.Poultry.Campylobacter","GM.Campylobacter.NMD029","NMD029",2,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD029"
"GM","Poultry","E.coli","GM.Poultry.E.coli","GM.E.coli.NMD002","NMD002",11,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD002"
"GM","Poultry","E.coli","GM.Poultry.E.coli","GM.E.coli.NMD008","NMD008",88,0,0,0,0,0,1,0,0,0,0,0.0113636363636364,"Poultry NMD008"
"GM","Poultry","E.coli","GM.Poultry.E.coli","GM.E.coli.NMD012","NMD012",50,0,0,0,0,0,1,0,0,0,0,0.02,"Poultry NMD012"
"GM","Poultry","E.coli","GM.Poultry.E.coli","GM.E.coli.NMD013","NMD013",56,0,0,0,0,0,1,0,0,0,0,0.0178571428571429,"Poultry NMD013"
"GM","Poultry","E.coli","GM.Poultry.E.coli","GM.E.coli.NMD014","NMD014",14,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD014"
"GM","Poultry","E.coli","GM.Poultry.E.coli","GM.E.coli.NMD016","NMD016",44,0,0,0,0,0,1,0,0,0,0,0.0227272727272727,"Poultry NMD016"
"GM","Poultry","E.coli","GM.Poultry.E.coli","GM.E.coli.NMD019","NMD019",41,0,0,0,0,0,1,0,0,0,0,0.024390243902439,"Poultry NMD019"
"GM","Poultry","E.coli","GM.Poultry.E.coli","GM.E.coli.NMD028","NMD028",1,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD028"
"GM","Poultry","E.coli","GM.Poultry.E.coli","GM.E.coli.NMD029","NMD029",1,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD029"
"GM","Poultry","Enterococci","GM.Poultry.Enterococci","GM.Enterococci.NMD002","NMD002",9,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD002"
"GM","Poultry","Enterococci","GM.Poultry.Enterococci","GM.Enterococci.NMD008","NMD008",88,0,0,0,0,0,1,0,0,0,0,0.0113636363636364,"Poultry NMD008"
"GM","Poultry","Enterococci","GM.Poultry.Enterococci","GM.Enterococci.NMD012","NMD012",53,0,0,0,0,0,1,0,0,0,0,0.0188679245283019,"Poultry NMD012"
"GM","Poultry","Enterococci","GM.Poultry.Enterococci","GM.Enterococci.NMD013","NMD013",55,0,0,0,0,0,1,0,0,0,0,0.0181818181818182,"Poultry NMD013"
"GM","Poultry","Enterococci","GM.Poultry.Enterococci","GM.Enterococci.NMD014","NMD014",11,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD014"
"GM","Poultry","Enterococci","GM.Poultry.Enterococci","GM.Enterococci.NMD016","NMD016",44,0,0,0,0,0,1,0,0,0,0,0.0227272727272727,"Poultry NMD016"
"GM","Poultry","Enterococci","GM.Poultry.Enterococci","GM.Enterococci.NMD019","NMD019",35,0,0,0,0,0,1,0,0,0,0,0.0285714285714286,"Poultry NMD019"
"GM","Poultry","Enterococci","GM.Poultry.Enterococci","GM.Enterococci.NMD025","NMD025",1,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD025"
"GM","Poultry","Enterococci","GM.Poultry.Enterococci","GM.Enterococci.NMD028","NMD028",1,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD028"
"GM","Poultry","Enterococci","GM.Poultry.Enterococci","GM.Enterococci.NMD029","NMD029",1,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD029"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME016","ME016",11,4,1,3,4,5,8,0.0666666666666667,0.2,0.266666666666667,0.333333333333333,0.533333333333333,"Calves ME016"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME018","ME018",10,3,0,2,3,5,7,0,0.153846153846154,0.230769230769231,0.384615384615385,0.538461538461538,"Calves ME018"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME021","ME021",8,1,0,1,2,3,5,0,0.111111111111111,0.222222222222222,0.333333333333333,0.555555555555556,"Calves ME021"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME023","ME023",12,2,0,2,3,5,7,0,0.142857142857143,0.214285714285714,0.357142857142857,0.5,"Calves ME023"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME034","ME034",2,0,0,0,0,1,2,0,0,0,0.5,1,"Calves ME034"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME039","ME039",15,3,1,3,4,6,9,0.0555555555555556,0.166666666666667,0.222222222222222,0.333333333333333,0.5,"Calves ME039"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME040","ME040",6,5,1,2,4,5,7,0.0909090909090909,0.181818181818182,0.363636363636364,0.454545454545455,0.636363636363636,"Calves ME040"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME043","ME043",13,7,2,4,6,8,11,0.1,0.2,0.3,0.4,0.55,"Calves ME043"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME047","ME047",8,4,0,2,3,5,7,0,0.166666666666667,0.25,0.416666666666667,0.583333333333333,"Calves ME047"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME056","ME056",12,6,1,4,5,7,10,0.0555555555555556,0.222222222222222,0.277777777777778,0.388888888888889,0.555555555555556,"Calves ME056"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME058","ME058",19,5,1,4,6,8,12,0.0416666666666667,0.166666666666667,0.25,0.333333333333333,0.5,"Calves ME058"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME066","ME066",6,3,0,2,3,4,6,0,0.222222222222222,0.333333333333333,0.444444444444444,0.666666666666667,"Calves ME066"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME075","ME075",16,4,1,3,5,6,10,0.05,0.15,0.25,0.3,0.5,"Calves ME075"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME078","ME078",2,1,0,0,1,1,3,0,0,0.333333333333333,0.333333333333333,1,"Calves ME078"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME080","ME080",12,4,1,3,4,6,9,0.0625,0.1875,0.25,0.375,0.5625,"Calves ME080"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME086","ME086",7,5,1,3,4,5,8,0.0833333333333333,0.25,0.333333333333333,0.416666666666667,0.666666666666667,"Calves ME086"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME100","ME100",12,8,2,5,6,8,12,0.1,0.25,0.3,0.4,0.6,"Calves ME100"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME102","ME102",19,8,3,6,8,10,14,0.111111111111111,0.222222222222222,0.296296296296296,0.37037037037037,0.518518518518518,"Calves ME102"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME104","ME104",7,4,0,2,3,4,7,0,0.181818181818182,0.272727272727273,0.363636363636364,0.636363636363636,"Calves ME104"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME112","ME112",4,3,0,1,2,3,5,0,0.142857142857143,0.285714285714286,0.428571428571429,0.714285714285714,"Calves ME112"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME132","ME132",0,1,0,0,0,1,1,0,0,0,1,1,"Calves ME132"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME137","ME137",1,0,0,0,0,1,1,0,0,0,1,1,"Calves ME137"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.ME500","ME500",4,4,0,2,3,4,6,0,0.25,0.375,0.5,0.75,"Calves ME500"
"NE","Calves","E.coli","NE.Calves.E.coli","NE.E.coli.SPM51","SPM51",9,0,0,1,2,3,5,0,0.111111111111111,0.222222222222222,0.333333333333333,0.555555555555556,"Calves SPM51"
"NE","Pigs","E.coli","NE.Pigs.E.coli","NE.E.coli.AB015","AB015",57,1,0,0,1,2,5,0,0,0.0172413793103448,0.0344827586206897,0.0862068965517241,"Pigs AB015"
"NE","Pigs","E.coli","NE.Pigs.E.coli","NE.E.coli.AB018","AB018",32,3,0,0,1,2,4,0,0,0.0285714285714286,0.0571428571428571,0.114285714285714,"Pigs AB018"
"NE","Pigs","E.coli","NE.Pigs.E.coli","NE.E.coli.AB032","AB032",46,0,0,0,1,2,4,0,0,0.0217391304347826,0.0434782608695652,0.0869565217391304,"Pigs AB032"
"NE","Pigs","E.coli","NE.Pigs.E.coli","NE.E.coli.AB078","AB078",22,0,0,0,0,1,2,0,0,0,0.0454545454545455,0.0909090909090909,"Pigs AB078"
"NE","Pigs","E.coli","NE.Pigs.E.coli","NE.E.coli.AB081","AB081",10,0,0,0,0,0,2,0,0,0,0,0.2,"Pigs AB081"
"NE","Pigs","E.coli","NE.Pigs.E.coli","NE.E.coli.ME069","ME069",32,1,0,0,1,1,3,0,0,0.0303030303030303,0.0303030303030303,0.0909090909090909,"Pigs ME069"
"NE","Pigs","E.coli","NE.Pigs.E.coli","NE.E.coli.ME077","ME077",3,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"Pigs ME077"
"NE","Pigs","E.coli","NE.Pigs.E.coli","NE.E.coli.ME103","ME103",57,1,0,0,1,2,5,0,0,0.0172413793103448,0.0344827586206897,0.0862068965517241,"Pigs ME103"
"NE","Pigs","E.coli","NE.Pigs.E.coli","NE.E.coli.ME131","ME131",36,2,0,0,1,2,4,0,0,0.0263157894736842,0.0526315789473684,0.105263157894737,"Pigs ME131"
"NE","Poultry","E.coli","NE.Poultry.E.coli","NE.E.coli.NMD002","NMD002",10,1,0,0,0,1,2,0,0,0,0.0909090909090909,0.181818181818182,"Poultry NMD002"
"NE","Poultry","E.coli","NE.Poultry.E.coli","NE.E.coli.NMD008","NMD008",85,3,0,1,2,4,7,0,0.0113636363636364,0.0227272727272727,0.0454545454545455,0.0795454545454545,"Poultry NMD008"
"NE","Poultry","E.coli","NE.Poultry.E.coli","NE.E.coli.NMD012","NMD012",48,2,0,1,1,2,5,0,0.02,0.02,0.04,0.1,"Poultry NMD012"
"NE","Poultry","E.coli","NE.Poultry.E.coli","NE.E.coli.NMD013","NMD013",55,1,0,0,1,2,5,0,0,0.0178571428571429,0.0357142857142857,0.0892857142857143,"Poultry NMD013"
"NE","Poultry","E.coli","NE.Poultry.E.coli","NE.E.coli.NMD014","NMD014",14,0,0,0,0,1,2,0,0,0,0.0714285714285714,0.142857142857143,"Poultry NMD014"
"NE","Poultry","E.coli","NE.Poultry.E.coli","NE.E.coli.NMD016","NMD016",44,0,0,0,1,2,4,0,0,0.0227272727272727,0.0454545454545455,0.0909090909090909,"Poultry NMD016"
"NE","Poultry","E.coli","NE.Poultry.E.coli","NE.E.coli.NMD019","NMD019",40,1,0,0,1,2,4,0,0,0.024390243902439,0.0487804878048781,0.0975609756097561,"Poultry NMD019"
"NE","Poultry","E.coli","NE.Poultry.E.coli","NE.E.coli.NMD028","NMD028",1,0,0,0,0,0,1,0,0,0,0,1,"Poultry NMD028"
"NE","Poultry","E.coli","NE.Poultry.E.coli","NE.E.coli.NMD029","NMD029",0,1,0,0,0,0,1,0,0,0,0,1,"Poultry NMD029"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME016","ME016",15,0,0,0,0,1,2,0,0,0,0.0666666666666667,0.133333333333333,"Calves ME016"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME018","ME018",10,0,0,0,0,1,2,0,0,0,0.1,0.2,"Calves ME018"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME021","ME021",8,0,0,0,0,0,2,0,0,0,0,0.25,"Calves ME021"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME023","ME023",14,1,0,0,0,1,3,0,0,0,0.0666666666666667,0.2,"Calves ME023"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME034","ME034",2,0,0,0,0,0,1,0,0,0,0,0.5,"Calves ME034"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME039","ME039",11,0,0,0,0,1,2,0,0,0,0.0909090909090909,0.181818181818182,"Calves ME039"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME040","ME040",8,1,0,0,0,1,2,0,0,0,0.111111111111111,0.222222222222222,"Calves ME040"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME043","ME043",16,0,0,0,0,1,3,0,0,0,0.0625,0.1875,"Calves ME043"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME047","ME047",12,0,0,0,0,1,2,0,0,0,0.0833333333333333,0.166666666666667,"Calves ME047"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME056","ME056",13,1,0,0,0,1,2,0,0,0,0.0714285714285714,0.142857142857143,"Calves ME056"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME058","ME058",24,1,0,0,1,2,4,0,0,0.04,0.08,0.16,"Calves ME058"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME066","ME066",6,0,0,0,0,0,1,0,0,0,0,0.166666666666667,"Calves ME066"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME075","ME075",12,2,0,0,0,1,3,0,0,0,0.0714285714285714,0.214285714285714,"Calves ME075"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME078","ME078",1,0,0,0,0,0,1,0,0,0,0,1,"Calves ME078"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME080","ME080",11,0,0,0,0,1,2,0,0,0,0.0909090909090909,0.181818181818182,"Calves ME080"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME086","ME086",23,2,0,0,1,2,4,0,0,0.04,0.08,0.16,"Calves ME086"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME100","ME100",14,2,0,0,1,1,3,0,0,0.0625,0.0625,0.1875,"Calves ME100"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME102","ME102",17,1,0,0,1,1,3,0,0,0.0555555555555556,0.0555555555555556,0.166666666666667,"Calves ME102"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME104","ME104",16,0,0,0,0,1,2,0,0,0,0.0625,0.125,"Calves ME104"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME112","ME112",7,0,0,0,0,0,2,0,0,0,0,0.285714285714286,"Calves ME112"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME132","ME132",3,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"Calves ME132"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME137","ME137",2,0,0,0,0,0,1,0,0,0,0,0.5,"Calves ME137"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.ME500","ME500",10,0,0,0,0,1,2,0,0,0,0.1,0.2,"Calves ME500"
"NI","Calves","Enterococci","NI.Calves.Enterococci","NI.Enterococci.SPM51","SPM51",11,0,0,0,0,1,2,0,0,0,0.0909090909090909,0.181818181818182,"Calves SPM51"
"NI","Pigs","Enterococci","NI.Pigs.Enterococci","NI.Enterococci.AB015","AB015",30,1,0,0,1,2,4.02500000000009,0,0,0.032258064516129,0.0645161290322581,0.129838709677422,"Pigs AB015"
"NI","Pigs","Enterococci","NI.Pigs.Enterococci","NI.Enterococci.AB018","AB018",56,2,0,1,2,3,7,0,0.0172413793103448,0.0344827586206897,0.0517241379310345,0.120689655172414,"Pigs AB018"
"NI","Pigs","Enterococci","NI.Pigs.Enterococci","NI.Enterococci.AB032","AB032",23,2,0,0,1,2,4,0,0,0.04,0.08,0.16,"Pigs AB032"
"NI","Pigs","Enterococci","NI.Pigs.Enterococci","NI.Enterococci.AB078","AB078",41,3,0,1,2,3,6,0,0.0227272727272727,0.0454545454545455,0.0681818181818182,0.136363636363636,"Pigs AB078"
"NI","Pigs","Enterococci","NI.Pigs.Enterococci","NI.Enterococci.AB081","AB081",5,2,0,0,0,1,2,0,0,0,0.142857142857143,0.285714285714286,"Pigs AB081"
"NI","Pigs","Enterococci","NI.Pigs.Enterococci","NI.Enterococci.ME069","ME069",20,0,0,0,1,1,3,0,0,0.05,0.05,0.15,"Pigs ME069"
"NI","Pigs","Enterococci","NI.Pigs.Enterococci","NI.Enterococci.ME077","ME077",3,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"Pigs ME077"
"NI","Pigs","Enterococci","NI.Pigs.Enterococci","NI.Enterococci.ME103","ME103",54,2,0,1,2,3,7,0,0.0178571428571429,0.0357142857142857,0.0535714285714286,0.125,"Pigs ME103"
"NI","Pigs","Enterococci","NI.Pigs.Enterococci","NI.Enterococci.ME131","ME131",40,1,0,1,1,2,5,0,0.024390243902439,0.024390243902439,0.0487804878048781,0.121951219512195,"Pigs ME131"
"NI","Poultry","Enterococci","NI.Poultry.Enterococci","NI.Enterococci.NMD002","NMD002",5,4,0,1,2,3,5,0,0.111111111111111,0.222222222222222,0.333333333333333,0.555555555555556,"Poultry NMD002"
"NI","Poultry","Enterococci","NI.Poultry.Enterococci","NI.Enterococci.NMD008","NMD008",74,14,6,11,14,17,24,0.0681818181818182,0.125,0.159090909090909,0.193181818181818,0.272727272727273,"Poultry NMD008"
"NI","Poultry","Enterococci","NI.Poultry.Enterococci","NI.Enterococci.NMD012","NMD012",49,4,2,4,6,8,13,0.0377358490566038,0.0754716981132075,0.113207547169811,0.150943396226415,0.245283018867925,"Poultry NMD012"
"NI","Poultry","Enterococci","NI.Poultry.Enterococci","NI.Enterococci.NMD013","NMD013",43,12,4,8,11,13,19,0.0727272727272727,0.145454545454545,0.2,0.236363636363636,0.345454545454545,"Poultry NMD013"
"NI","Poultry","Enterococci","NI.Poultry.Enterococci","NI.Enterococci.NMD014","NMD014",6,5,0,1,2,4,6,0,0.0909090909090909,0.181818181818182,0.363636363636364,0.545454545454545,"Poultry NMD014"
"NI","Poultry","Enterococci","NI.Poultry.Enterococci","NI.Enterococci.NMD016","NMD016",42,2,1,3,5,7,11,0.0227272727272727,0.0681818181818182,0.113636363636364,0.159090909090909,0.25,"Poultry NMD016"
"NI","Poultry","Enterococci","NI.Poultry.Enterococci","NI.Enterococci.NMD019","NMD019",27,8,2,5,7,9,13,0.0571428571428571,0.142857142857143,0.2,0.257142857142857,0.371428571428571,"Poultry NMD019"
"NI","Poultry","Enterococci","NI.Poultry.Enterococci","NI.Enterococci.NMD025","NMD025",1,0,0,0,0,0,1,0,0,0,0,1,"Poultry NMD025"
"NI","Poultry","Enterococci","NI.Poultry.Enterococci","NI.Enterococci.NMD028","NMD028",1,0,0,0,0,0,1,0,0,0,0,1,"Poultry NMD028"
"NI","Poultry","Enterococci","NI.Poultry.Enterococci","NI.Enterococci.NMD029","NMD029",1,0,0,0,0,0,1,0,0,0,0,1,"Poultry NMD029"
"NX","Calves","Campylobacter","NX.Calves.Campylobacter","NX.Campylobacter.ME016","ME016",6,0,0,0,0,0,1,0,0,0,0,0.166666666666667,"Calves ME016"
"NX","Calves","Campylobacter","NX.Calves.Campylobacter","NX.Campylobacter.ME018","ME018",5,0,0,0,0,0,1,0,0,0,0,0.2,"Calves ME018"
